FID,OBJECTID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION,SE_ANNO_CAD_DATA
HUNDESACKERLOGD.31001883,31001883,POINT (16.424422646849855 48.17380789342211),11,Spissakgasse,# Angela-Stadtherr-Gasse,3372,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001884,31001884,POINT (16.411027683782077 48.18337280093485),11,Urschenböckgasse,14,1337,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001885,31001885,POINT (16.438407417507825 48.17394807077042),11,Oriongasse,ggü. Moosweg,1335,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001886,31001886,POINT (16.40876930970291 48.182104364372385),11,Molitorgasse,# Rinnböckstraße,1348,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001887,31001887,POINT (16.4275304613983 48.173148794431896),11,Lindenbauergasse,# Unter der Kirche,1197,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001889,31001889,POINT (16.367196550052274 48.24013387342787),20,Dietmayergasse,10-12,0368,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001890,31001890,POINT (16.43096518637854 48.164952413119885),11,Florian Hedorfer Straße,9-11,2589,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001892,31001892,POINT (16.439586299740736 48.160910797632745),11,Neugebäudestraße,74,3397,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001893,31001893,POINT (16.417987888189558 48.17982159262389),11,Trinkhausstraße,4,1338,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001894,31001894,POINT (16.426268858141494 48.17586984811782),11,Lindenbauergasse,# Holzergasse,1196,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001895,31001895,POINT (16.45385587450464 48.17195984701495),11,Jedletzbergerstraße,1,2573,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001896,31001896,POINT (16.433646483420173 48.16803406809778),11,Bleriotgasse,(Beim Wendehammer),1339,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001897,31001897,POINT (16.36642336383859 48.23814269584821),20,Gaulhofergasse,23-31,369,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001898,31001898,POINT (16.364616268880408 48.17614287168883),10,Quellenstraße,# Karmarschgasse,1244,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001899,31001899,POINT (16.292830328612347 48.141542150837275),23,Carlbergergasse,bei Marenabrücke,1265,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001902,31001902,POINT (16.36872652595698 48.24108908538393),20,Spielmanngasse,4,367,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001432,31001432,POINT (16.377971805359717 48.24095671124908),20,Marchfeldstraße,# Pasettistraße,0353,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001433,31001433,POINT (16.379031141039288 48.24007611789785),20,Stromstraße,# Pasettistraße,0352,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001434,31001434,POINT (16.367922455310385 48.229395601057206),20,Klosterneuburger Straße,# Webergasse,0381,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001435,31001435,POINT (16.250837342880224 48.207460486642915),14,Anzbachgasse,ggü. 8,2929,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001436,31001436,POINT (16.36376369383579 48.23309551253124),20,Treustraße,# Pappenheimgasse,2983,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001438,31001438,POINT (16.389056411374856 48.237607645124505),20,Wehlistraße,88-98,0030,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001440,31001440,POINT (16.37854694645738 48.24528435931513),20,Friedrich Engels Platz,ggü. 10,0358,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001441,31001441,POINT (16.38136697917973 48.239620015896854),20,Winarskystraße,# Leystraße,0355,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001442,31001442,POINT (16.37290354911113 48.23727696629532),20,Stromstraße,ggü. Hartlgasse,0371,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001443,31001443,POINT (16.381916960778298 48.23922137526626),20,Durchlaufstraße,# Laystraße,3422,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001445,31001445,POINT (16.289056613915495 48.19228245894469),14,Kaltenbäckgasse,9,2924,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001446,31001446,POINT (16.309933496196265 48.19670152971478),14,Märzstraße,129,2925,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001447,31001447,POINT (16.367485113356455 48.23282075026145),20,Romanogasse,30,0379,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001448,31001448,POINT (16.387116773684443 48.2393448534635),20,Wehlistraße,72-86,0029,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001450,31001450,POINT (16.37887536426811 48.23838302173954),20,Winarskystraße,bei Meldemannstraße,2990,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001451,31001451,POINT (16.390589386816274 48.23701986557504),20,Traisengasse,,0356,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001452,31001452,POINT (16.29493422272686 48.19760649046022),14,Lützowgasse,ggü. 24,2637,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001453,31001453,POINT (16.38239466100534 48.23419458924086),20,Dresdner Straße,# Gasteigergasse,2319,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001454,31001454,POINT (16.37895379272925 48.24295206718267),20,Marchfeldstraße,16-18,0032,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001455,31001455,POINT (16.3281571604654 48.18967309844617),15,Dadlergasse,12,2729,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001456,31001456,POINT (16.391493959178174 48.232856699455596),20,Innstraße,ggü. Vorgartenstraße,0365,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001458,31001458,POINT (16.373550111979753 48.2452851891915),20,Forsthausgasse,#Kornhäuselgasse,0359,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001459,31001459,POINT (16.376533277474632 48.23389583802939),20,Nordwestbahnstraße,ggü. Brigittagasse,0021,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001460,31001460,POINT (16.363831330691013 48.23743943201678),20,Brigittenauer Lände,Sackgasse Höhe Gürtelbrücke,2431,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001462,31001462,POINT (16.37059615400651 48.2276239346389),20,Jägerstraße,14,0377,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001463,31001463,POINT (16.337299462984497 48.19096100989706),15,Mariahilfer Gürtel,ggü. 5,2928,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001464,31001464,POINT (16.3765469639102 48.237217762090246),20,Universumstraße,ggü. 22,2986,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001468,31001468,POINT (16.37724422321844 48.241690183708876),20,Pasettistraße,# Schottenauergasse,2987,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001470,31001470,POINT (16.367529580938253 48.243298508201505),20,Brigittenauer Lände,172 - 174,2985,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001471,31001471,POINT (16.37482568887646 48.23809115677962),20,Stromstraße,18-20,1192,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001472,31001472,POINT (16.36243535785456 48.245633198913374),19,Geistingergasse,1,2945,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001473,31001473,POINT (16.36409645184135 48.248226123707084),19,Boschstraße,3,2946,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001474,31001474,POINT (16.36450250797438 48.249068786607175),19,Boschstraße,7,2955,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001475,31001475,POINT (16.365107023059938 48.25075630973506),19,Boschstraße,15-17,2947,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001476,31001476,POINT (16.36597738279954 48.25283611159148),19,Boschstraße,19,2948,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001477,31001477,POINT (16.365100724254866 48.25385216171709),19,Heiligenstädter Straße,90,2953,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001478,31001478,POINT (16.364794579876406 48.25329864104547),19,Heiligenstädter Straße,88,2952,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001479,31001479,POINT (16.364077441728206 48.25172939491773),19,Heiligenstädter Straße,86,2951,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001480,31001480,POINT (16.369105605379488 48.24163537232912),20,Spielmanngasse,ggü. 3,0366,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001481,31001481,POINT (16.371606407815733 48.256394662908406),20,Handelskai,,2992,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001482,31001482,POINT (16.381389612881566 48.244650913382316),20,Friedrich-Engels-Platz / Wehlistraße,ggü. Wehlistraße,0357,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001484,31001484,POINT (16.310776338689642 48.234799383690714),18,Naaffgasse,34,1106,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001485,31001485,POINT (16.362923706799823 48.23474036776679),20,Treustraße,bei 69,2982,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001486,31001486,POINT (16.42010913941203 48.212169840836076),2,Engerthstraße,232-238/16,2566,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001487,31001487,POINT (16.405159858674367 48.218062759646514),2,Ausstellungsstraße,49,2994,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001488,31001488,POINT (16.46141292267579 48.16015890380607),11,Kaiser Ebersdorfer Straße,243,2768,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001490,31001490,POINT (16.29517187568331 48.17653076124382),13,Elisabethallee,24,2021,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001491,31001491,POINT (16.290018526906685 48.23426217230089),17,Waldegghofgasse,3-5,3183,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001493,31001493,POINT (16.30667688155994 48.23029582357497),17,Braumüllergasse,1,3188,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001500,31001500,POINT (16.351638253559436 48.22822143547231),9,Lustkandlgasse,34-38,3775,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001504,31001504,POINT (16.44610033269351 48.25502810258706),22,Panethgasss,ggü. 9,2605,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001506,31001506,POINT (16.520350659749607 48.23394830565648),22,Burgkmairgasse,43,2889,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001508,31001508,POINT (16.353098967492148 48.17099700815417),10,Franz-Schuh-Gasse,24,2731,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001510,31001510,POINT (16.37123726914467 48.24105367596405),20,Adalbert Stifter Straße,35,2984,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001511,31001511,POINT (16.375187614350207 48.24249569677618),20,Meldemannstraße,,2989,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001516,31001516,POINT (16.361094749753263 48.25982186091157),19,Zahnradbahnstraße,17,2329,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001517,31001517,POINT (16.362055494899764 48.257640992319224),19,Hammerschmidtgasse,20,1225,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001518,31001518,POINT (16.356844562442166 48.2750017389637),19,Kuchelauer Hafenstraße,,2957,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001520,31001520,POINT (16.352032277957253 48.18984400215315),5,Rechte Wienzeile,123,0064,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001521,31001521,POINT (16.360470544176394 48.18643716013484),5,Zentaplatz,2-4,2407,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001522,31001522,POINT (16.35056670803334 48.1803255906629),5,Margaretengürtel,ggü. 82-88,2405,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001523,31001523,POINT (16.36052840790502 48.194078791243555),5,Franzensgasse,8,0066,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001524,31001524,POINT (16.348437656363995 48.1891881663878),5,Nevillebrücke,,0065,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001525,31001525,POINT (16.34685209257612 48.18886181889748),5,Rechte Wienzeile,161,1090,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001526,31001526,POINT (16.415052708424426 48.181033163543),11,Fuchsröhrenstraße,21,3387,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001527,31001527,POINT (16.28427363857596 48.16278637372384),13,Riedelgasse,# Meilergasse,3513,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001528,31001528,POINT (16.466086524099207 48.15781566298829),11,Mühlsangergasse,29,2765,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001530,31001530,POINT (16.318009503534974 48.22508767500037),17,Leopold-Kunschak-Platz,,1122,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001531,31001531,POINT (16.37104461734787 48.16861289494673),10,Trambauerstraße,2,1014,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001536,31001536,POINT (16.309717484997517 48.20501348913255),16,Kendlerstraße,40A,3150,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001539,31001539,POINT (16.416276087772477 48.264730617977115),21,Orelgasse,1,3034,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001541,31001541,POINT (16.490815239950688 48.23972378165361),22,Benndorfgasse,3,2885,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001542,31001542,POINT (16.473426887691414 48.22369399314209),22,Lavaterstraße,3,3106,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001544,31001544,POINT (16.459848971472066 48.21182257430432),22,Am Mühlwasser,# Taramiskengasse,3580,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001545,31001545,POINT (16.44931873231751 48.250377734491934),22,Am langen Felde,neben 31,3575,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001546,31001546,POINT (16.443164536900905 48.25241798152154),22,Doningasse,20/5,3577,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001553,31001553,POINT (16.288680690776676 48.21131230333724),16,Ameisbachzeile,133,2179,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001562,31001562,POINT (16.34978928322048 48.14096689980569),23,Vösendorfer Straße,99,1065,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001578,31001578,POINT (16.523256173345196 48.20500979715598),22,Raphael-Donner-Allee,74,2335,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001579,31001579,POINT (16.53441944397535 48.22925934026858),22,Kaschauerplatz,# Schlanitzgasse,1382,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001581,31001581,POINT (16.254339219556382 48.14373585320477),23,Weixelbergergasse,ggü. 11,3484,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001584,31001584,POINT (16.289839239330217 48.144250239695666),23,Höpflergasse,8,3499,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001586,31001586,POINT (16.26098285914742 48.194872489407885),13,Auhofstraße,199,0465,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001587,31001587,POINT (16.343871260128847 48.17766457979656),12,Eichenstraße,2B,0119,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001588,31001588,POINT (16.34183292257497 48.17897236009343),12,Rothkirchgasse,ggü. 2,0129,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001589,31001589,POINT (16.341190207369085 48.18419811626607),12,Wolfganggasse,2,3263,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
HUNDESACKERLOGD.31001590,31001590,POINT (16.284324121279507 48.18666743365314),13,Kupelwiesergasse,ggü. 46,3256,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html,
