FID,OBJECTID,SHAPE,SE_ANNO_CAD_DATA
HYDRANTOGD.9278205,9278205,POINT (16.32298395059035 48.20691529310305),
HYDRANTOGD.9278206,9278206,POINT (16.391367573944088 48.23301769254249),
HYDRANTOGD.9278207,9278207,POINT (16.402863885099162 48.258238256257975),
HYDRANTOGD.9278208,9278208,POINT (16.274655488564424 48.17591603653055),
HYDRANTOGD.9278209,9278209,POINT (16.424711672552437 48.24596616660463),
HYDRANTOGD.9278210,9278210,POINT (16.53337098373197 48.22083783983534),
HYDRANTOGD.9278211,9278211,POINT (16.419567690706227 48.284023463166925),
HYDRANTOGD.9278212,9278212,POINT (16.49930144637202 48.216224577370554),
HYDRANTOGD.9278213,9278213,POINT (16.288397159720926 48.142368184799956),
HYDRANTOGD.9278214,9278214,POINT (16.321894000033293 48.21340346934097),
HYDRANTOGD.9278215,9278215,POINT (16.476472870136632 48.19998871373561),
HYDRANTOGD.9278216,9278216,POINT (16.357388400409075 48.19702316903643),
HYDRANTOGD.9278217,9278217,POINT (16.34461841727026 48.19461923340086),
HYDRANTOGD.9278218,9278218,POINT (16.28477904823 48.180508660262774),
HYDRANTOGD.9278219,9278219,POINT (16.305434153758664 48.22150301401671),
HYDRANTOGD.9278220,9278220,POINT (16.48993613451043 48.217506561836764),
HYDRANTOGD.9278221,9278221,POINT (16.542948468574235 48.21647523611251),
HYDRANTOGD.9278222,9278222,POINT (16.329463848824624 48.18532756744957),
HYDRANTOGD.9278223,9278223,POINT (16.39727074731749 48.17694265785843),
HYDRANTOGD.9278224,9278224,POINT (16.373268298393576 48.272285554770725),
HYDRANTOGD.9278225,9278225,POINT (16.353740720718267 48.14917853389149),
HYDRANTOGD.9278226,9278226,POINT (16.295934334052532 48.206567322626725),
HYDRANTOGD.9278227,9278227,POINT (16.38356958215276 48.27026847894497),
HYDRANTOGD.9278228,9278228,POINT (16.308450990947335 48.159158381792764),
HYDRANTOGD.9278229,9278229,POINT (16.40036026235748 48.18864834142045),
HYDRANTOGD.9278230,9278230,POINT (16.376387155451706 48.233773771577646),
HYDRANTOGD.9278231,9278231,POINT (16.32775092137517 48.26556789771978),
HYDRANTOGD.9278232,9278232,POINT (16.470108340385877 48.22575806191488),
HYDRANTOGD.9278233,9278233,POINT (16.449054144728926 48.23951582817684),
HYDRANTOGD.9278234,9278234,POINT (16.287271188676122 48.18606613181379),
HYDRANTOGD.9278235,9278235,POINT (16.3293452631209 48.19370124752422),
HYDRANTOGD.9278236,9278236,POINT (16.472505141057233 48.25801286785197),
HYDRANTOGD.9278237,9278237,POINT (16.439686865925427 48.257007346399604),
HYDRANTOGD.9278238,9278238,POINT (16.384982615271916 48.235494598879285),
HYDRANTOGD.9278239,9278239,POINT (16.362933102806497 48.25853112525488),
HYDRANTOGD.9278240,9278240,POINT (16.364903859273568 48.21523253890479),
HYDRANTOGD.9278241,9278241,POINT (16.265705983667857 48.211313671674745),
HYDRANTOGD.9278242,9278242,POINT (16.399944394280997 48.158439048315465),
HYDRANTOGD.9278243,9278243,POINT (16.326896478291687 48.181469684158934),
HYDRANTOGD.9278244,9278244,POINT (16.35523637690367 48.223046610763326),
HYDRANTOGD.9278245,9278245,POINT (16.34039337597455 48.25844306768506),
HYDRANTOGD.9278246,9278246,POINT (16.259253922094544 48.163704755421264),
HYDRANTOGD.9278247,9278247,POINT (16.345572402068186 48.278115640902016),
HYDRANTOGD.9278248,9278248,POINT (16.343788368552985 48.247010581756854),
HYDRANTOGD.9278249,9278249,POINT (16.4238510803464 48.23342786979664),
HYDRANTOGD.9278250,9278250,POINT (16.3938567324374 48.30119475319004),
HYDRANTOGD.9278251,9278251,POINT (16.421262485138662 48.30313783382806),
HYDRANTOGD.9278252,9278252,POINT (16.307547498445285 48.21970267750765),
HYDRANTOGD.9278253,9278253,POINT (16.46710538416353 48.22286249090811),
HYDRANTOGD.9278254,9278254,POINT (16.28886849387361 48.176214618021724),
HYDRANTOGD.9278255,9278255,POINT (16.33699454884938 48.197975455920705),
HYDRANTOGD.9278256,9278256,POINT (16.519769088895064 48.23217448466137),
HYDRANTOGD.9278257,9278257,POINT (16.258341460604708 48.20461746529412),
HYDRANTOGD.9278258,9278258,POINT (16.29560291099278 48.14921648405437),
HYDRANTOGD.9278259,9278259,POINT (16.363652088913366 48.13279266404521),
HYDRANTOGD.9278260,9278260,POINT (16.259009841320175 48.19088099019977),
HYDRANTOGD.9278261,9278261,POINT (16.42730540133445 48.30185762642408),
HYDRANTOGD.9278262,9278262,POINT (16.262169566223122 48.16068389110222),
HYDRANTOGD.9278263,9278263,POINT (16.347792991175382 48.21516845266865),
HYDRANTOGD.9278264,9278264,POINT (16.30961105433269 48.21499749808968),
HYDRANTOGD.9278265,9278265,POINT (16.313246096043795 48.24317955362464),
HYDRANTOGD.9278266,9278266,POINT (16.325054911422118 48.24344667620331),
HYDRANTOGD.9278267,9278267,POINT (16.323118097072165 48.16021815471937),
HYDRANTOGD.9278268,9278268,POINT (16.334786084256454 48.224760729162334),
HYDRANTOGD.9278269,9278269,POINT (16.330674346850554 48.18824945716589),
HYDRANTOGD.9278270,9278270,POINT (16.287255853227006 48.23721121282894),
HYDRANTOGD.9278271,9278271,POINT (16.39422861658052 48.21431322000961),
HYDRANTOGD.9278272,9278272,POINT (16.395647358222742 48.14755501024039),
HYDRANTOGD.9278273,9278273,POINT (16.409334715626244 48.28364291049508),
HYDRANTOGD.9278274,9278274,POINT (16.25047178687635 48.13606874468887),
HYDRANTOGD.9278275,9278275,POINT (16.45356857613164 48.266709507259534),
HYDRANTOGD.9278276,9278276,POINT (16.53060291178083 48.24542754384365),
HYDRANTOGD.9278277,9278277,POINT (16.33570023888332 48.27516531418435),
HYDRANTOGD.9278278,9278278,POINT (16.4231374755923 48.27731270887826),
HYDRANTOGD.9278279,9278279,POINT (16.372010582246354 48.17499631830901),
HYDRANTOGD.9278280,9278280,POINT (16.351183316406875 48.248390172533945),
HYDRANTOGD.9278281,9278281,POINT (16.33987897344723 48.177806865962836),
HYDRANTOGD.9278282,9278282,POINT (16.36576240041044 48.17783501641101),
HYDRANTOGD.9278283,9278283,POINT (16.331806855276376 48.221350711098324),
HYDRANTOGD.9278284,9278284,POINT (16.43172284322407 48.24043580143405),
HYDRANTOGD.9278285,9278285,POINT (16.4053097433654 48.19275661990446),
HYDRANTOGD.9278286,9278286,POINT (16.4318512496189 48.167842349458795),
HYDRANTOGD.9278287,9278287,POINT (16.397995139578537 48.26557029002853),
HYDRANTOGD.9278288,9278288,POINT (16.42980322164942 48.16275377116178),
HYDRANTOGD.9278289,9278289,POINT (16.298126123223728 48.18452220567479),
HYDRANTOGD.9278290,9278290,POINT (16.352796337203788 48.18915101181714),
HYDRANTOGD.9278291,9278291,POINT (16.386393201769646 48.193992142988826),
HYDRANTOGD.9278292,9278292,POINT (16.34716260509937 48.14470313596621),
HYDRANTOGD.9278293,9278293,POINT (16.238190098285344 48.20956127775179),
HYDRANTOGD.9278294,9278294,POINT (16.33779430827377 48.21945987483191),
HYDRANTOGD.9278295,9278295,POINT (16.291485007084038 48.21058380844356),
HYDRANTOGD.9278296,9278296,POINT (16.36676369481553 48.185837818422044),
HYDRANTOGD.9278297,9278297,POINT (16.311598520671154 48.13386074457804),
HYDRANTOGD.9278298,9278298,POINT (16.456213588929067 48.15381449606375),
HYDRANTOGD.9278299,9278299,POINT (16.332173267775357 48.275381892514545),
HYDRANTOGD.9278300,9278300,POINT (16.3153243079444 48.21089589604602),
HYDRANTOGD.9278301,9278301,POINT (16.39330365776836 48.14717110953598),
HYDRANTOGD.9278302,9278302,POINT (16.38377702066847 48.188601023765436),
HYDRANTOGD.9278303,9278303,POINT (16.37880054191666 48.15114629215557),
HYDRANTOGD.9278304,9278304,POINT (16.37066971642837 48.19687181902484),
HYDRANTOGD.9278305,9278305,POINT (16.367591626503533 48.2792101180064),
HYDRANTOGD.9278306,9278306,POINT (16.39767974828904 48.281383567688586),
HYDRANTOGD.9278307,9278307,POINT (16.334927504997523 48.17597905089915),
HYDRANTOGD.9278308,9278308,POINT (16.3908573848282 48.207656151357895),
HYDRANTOGD.9278309,9278309,POINT (16.390262979719438 48.164936519106156),
HYDRANTOGD.9278310,9278310,POINT (16.350717148129007 48.1822383663684),
HYDRANTOGD.9278311,9278311,POINT (16.413154856573367 48.18357117821662),
HYDRANTOGD.9278312,9278312,POINT (16.25751740272212 48.15075908179546),
HYDRANTOGD.9278313,9278313,POINT (16.388864986393692 48.18950135723104),
HYDRANTOGD.9278314,9278314,POINT (16.245042779326972 48.213935789955954),
HYDRANTOGD.9278315,9278315,POINT (16.40005662570187 48.19376276621224),
HYDRANTOGD.9278316,9278316,POINT (16.337076257623046 48.19125134509974),
HYDRANTOGD.9278317,9278317,POINT (16.40432859610916 48.26929127079457),
HYDRANTOGD.9278318,9278318,POINT (16.417124001891544 48.28334578625408),
HYDRANTOGD.9278319,9278319,POINT (16.446766646214858 48.25586249069348),
HYDRANTOGD.9278320,9278320,POINT (16.266073676509762 48.201652513007424),
HYDRANTOGD.9278321,9278321,POINT (16.474277095435486 48.20285075954608),
HYDRANTOGD.9278322,9278322,POINT (16.29919284643064 48.15054464822824),
HYDRANTOGD.9278323,9278323,POINT (16.331529815521158 48.19625200498779),
HYDRANTOGD.9278324,9278324,POINT (16.397865419845107 48.21978266398263),
HYDRANTOGD.9278325,9278325,POINT (16.434231429472423 48.18688911032291),
HYDRANTOGD.9278326,9278326,POINT (16.25055375081445 48.20382579291635),
HYDRANTOGD.9278327,9278327,POINT (16.43291029444888 48.20250095023509),
HYDRANTOGD.9278328,9278328,POINT (16.243092981978727 48.205706283234214),
HYDRANTOGD.9278329,9278329,POINT (16.325334653496835 48.20168887802353),
HYDRANTOGD.9278330,9278330,POINT (16.376344877305023 48.21181169432889),
HYDRANTOGD.9278331,9278331,POINT (16.463498913792264 48.22391766515914),
HYDRANTOGD.9278332,9278332,POINT (16.242784433895434 48.21062674102033),
HYDRANTOGD.9278333,9278333,POINT (16.426088224094578 48.30713056786999),
HYDRANTOGD.9278334,9278334,POINT (16.38805905379794 48.194246988181646),
HYDRANTOGD.9278335,9278335,POINT (16.35239296421218 48.14208915456967),
HYDRANTOGD.9278336,9278336,POINT (16.362225610933432 48.210128341751776),
HYDRANTOGD.9278337,9278337,POINT (16.46228045074276 48.14792554144629),
HYDRANTOGD.9278338,9278338,POINT (16.32280136208902 48.22419285199019),
HYDRANTOGD.9278339,9278339,POINT (16.28053879688104 48.216215872963645),
HYDRANTOGD.9278340,9278340,POINT (16.422073119491106 48.227360119199005),
HYDRANTOGD.9278341,9278341,POINT (16.3137953684919 48.235068304367005),
HYDRANTOGD.9278342,9278342,POINT (16.261106605477273 48.19553779704438),
HYDRANTOGD.9278343,9278343,POINT (16.316169368029136 48.13000098375096),
HYDRANTOGD.9278344,9278344,POINT (16.360155811790808 48.25792341905246),
HYDRANTOGD.9278345,9278345,POINT (16.308579344487168 48.22762328844735),
HYDRANTOGD.9278346,9278346,POINT (16.308264401043708 48.16963039992457),
HYDRANTOGD.9278347,9278347,POINT (16.407570670604116 48.27490340845504),
HYDRANTOGD.9278348,9278348,POINT (16.334238396375785 48.19134422075706),
HYDRANTOGD.9278349,9278349,POINT (16.364727484428187 48.214815255145986),
HYDRANTOGD.9278350,9278350,POINT (16.3637457322 48.19835415501378),
HYDRANTOGD.9278351,9278351,POINT (16.346548495263768 48.25471806071628),
HYDRANTOGD.9278352,9278352,POINT (16.27384106351192 48.19147686935865),
HYDRANTOGD.9278353,9278353,POINT (16.543439487667882 48.21420690308092),
HYDRANTOGD.9278354,9278354,POINT (16.445165825738915 48.25078664719109),
HYDRANTOGD.9278355,9278355,POINT (16.381675387453324 48.24494914709185),
HYDRANTOGD.9278356,9278356,POINT (16.37378067863355 48.27165011683631),
HYDRANTOGD.9278357,9278357,POINT (16.351905138013507 48.23360422576453),
HYDRANTOGD.9278358,9278358,POINT (16.282241161380338 48.1397766070362),
HYDRANTOGD.9278359,9278359,POINT (16.48827919403823 48.28424207331933),
HYDRANTOGD.9278360,9278360,POINT (16.20810580599112 48.20709755006559),
HYDRANTOGD.9278361,9278361,POINT (16.304709270973436 48.149444879304006),
HYDRANTOGD.9278362,9278362,POINT (16.30966715613152 48.16471262875954),
HYDRANTOGD.9278363,9278363,POINT (16.281753415851984 48.150179974937004),
HYDRANTOGD.9278364,9278364,POINT (16.34658545299456 48.19197768339097),
HYDRANTOGD.9278365,9278365,POINT (16.299793702832215 48.18843561362033),
HYDRANTOGD.9278366,9278366,POINT (16.357077011777434 48.25271792669679),
HYDRANTOGD.9278367,9278367,POINT (16.35696621883768 48.203447981242164),
HYDRANTOGD.9278368,9278368,POINT (16.27524852485791 48.1902942964737),
HYDRANTOGD.9278369,9278369,POINT (16.3612262445363 48.222853127640654),
HYDRANTOGD.9278370,9278370,POINT (16.34739186451867 48.209799339132594),
HYDRANTOGD.9278371,9278371,POINT (16.38634767402921 48.14195169779954),
HYDRANTOGD.9278372,9278372,POINT (16.376850997930713 48.15253170276369),
HYDRANTOGD.9278373,9278373,POINT (16.379443299036645 48.17986970006008),
HYDRANTOGD.9278374,9278374,POINT (16.301451557058854 48.24328659550907),
HYDRANTOGD.9278375,9278375,POINT (16.27768603011528 48.190159132917096),
HYDRANTOGD.9278376,9278376,POINT (16.25093796088279 48.210508870537424),
HYDRANTOGD.9278377,9278377,POINT (16.282851240345476 48.24029071922311),
HYDRANTOGD.9278378,9278378,POINT (16.32223155719701 48.23354813658442),
HYDRANTOGD.9278379,9278379,POINT (16.24400579104645 48.20496984645214),
HYDRANTOGD.9278380,9278380,POINT (16.374660449741835 48.27859517436758),
HYDRANTOGD.9278381,9278381,POINT (16.385086349637394 48.14549109789993),
HYDRANTOGD.9278382,9278382,POINT (16.36471427269543 48.21766388825006),
HYDRANTOGD.9278383,9278383,POINT (16.374839840554234 48.198319304699645),
HYDRANTOGD.9278384,9278384,POINT (16.379847618806394 48.27196209437979),
HYDRANTOGD.9278385,9278385,POINT (16.307678378244155 48.2185945726944),
HYDRANTOGD.9278386,9278386,POINT (16.409997507417188 48.25674228549772),
HYDRANTOGD.9278387,9278387,POINT (16.43161183835285 48.26930412002949),
HYDRANTOGD.9278388,9278388,POINT (16.301933885876267 48.22132135613274),
HYDRANTOGD.9278389,9278389,POINT (16.407693540472504 48.19371824099701),
HYDRANTOGD.9278390,9278390,POINT (16.240796857075168 48.205984901103115),
HYDRANTOGD.9278391,9278391,POINT (16.397265201207407 48.19927639598318),
HYDRANTOGD.9278392,9278392,POINT (16.339618986400236 48.238820192503226),
HYDRANTOGD.9278393,9278393,POINT (16.514535747619423 48.215769497474916),
HYDRANTOGD.9278394,9278394,POINT (16.34636215524513 48.1697183149994),
HYDRANTOGD.9278395,9278395,POINT (16.42659992118782 48.26557694476435),
HYDRANTOGD.9278396,9278396,POINT (16.342860465636928 48.17281525949907),
HYDRANTOGD.9278397,9278397,POINT (16.500982516367195 48.25451698041565),
HYDRANTOGD.9278398,9278398,POINT (16.368347719303497 48.19470657330427),
HYDRANTOGD.9278399,9278399,POINT (16.284383042795575 48.234401186150855),
HYDRANTOGD.9278400,9278400,POINT (16.409788069210006 48.25612570004256),
HYDRANTOGD.9278401,9278401,POINT (16.401697953905433 48.26413158088544),
HYDRANTOGD.9278402,9278402,POINT (16.304356150363546 48.16222762175613),
HYDRANTOGD.9278403,9278403,POINT (16.414020147201075 48.21688942913832),
HYDRANTOGD.9278404,9278404,POINT (16.275367450380447 48.14525638667541),
HYDRANTOGD.9278405,9278405,POINT (16.4740217479999 48.24788613014882),
HYDRANTOGD.9278406,9278406,POINT (16.33123314663518 48.20710017353807),
HYDRANTOGD.9278407,9278407,POINT (16.351206414806448 48.185717714879914),
HYDRANTOGD.9278408,9278408,POINT (16.414937111342635 48.163673702194956),
HYDRANTOGD.9278409,9278409,POINT (16.35360424602044 48.20255345196605),
HYDRANTOGD.9278410,9278410,POINT (16.259888284749294 48.18477626501202),
HYDRANTOGD.9278411,9278411,POINT (16.43977446988854 48.22963146294529),
HYDRANTOGD.9278412,9278412,POINT (16.4646444638204 48.22540736452083),
HYDRANTOGD.9278413,9278413,POINT (16.318143128319303 48.137591828342444),
HYDRANTOGD.9278414,9278414,POINT (16.420525536300477 48.21278686288355),
HYDRANTOGD.9278415,9278415,POINT (16.375803028398447 48.21910848799683),
HYDRANTOGD.9278416,9278416,POINT (16.37904613676308 48.152822374374246),
HYDRANTOGD.9278417,9278417,POINT (16.304529348668474 48.171188428285134),
HYDRANTOGD.9278418,9278418,POINT (16.406581924921507 48.19622299450316),
HYDRANTOGD.9278419,9278419,POINT (16.51440415666389 48.207558662348546),
HYDRANTOGD.9278420,9278420,POINT (16.357407016493006 48.17222194955146),
HYDRANTOGD.9278421,9278421,POINT (16.310642504318537 48.16976408251129),
HYDRANTOGD.9278422,9278422,POINT (16.25357941064028 48.13636100534157),
HYDRANTOGD.9278423,9278423,POINT (16.28324450896571 48.13685011709168),
HYDRANTOGD.9278424,9278424,POINT (16.482166155746093 48.2278573907043),
HYDRANTOGD.9278425,9278425,POINT (16.392048105642147 48.29272760474384),
HYDRANTOGD.9278426,9278426,POINT (16.323295564058565 48.23511971204323),
HYDRANTOGD.9278427,9278427,POINT (16.347723394918344 48.15077129069635),
HYDRANTOGD.9278428,9278428,POINT (16.467359699369105 48.15785190639284),
HYDRANTOGD.9278429,9278429,POINT (16.31879673874497 48.170999018229914),
HYDRANTOGD.9278430,9278430,POINT (16.281605308883577 48.17284101427421),
HYDRANTOGD.9278431,9278431,POINT (16.518003914248563 48.229874326836644),
HYDRANTOGD.9278432,9278432,POINT (16.27266578018788 48.157678497296665),
HYDRANTOGD.9278433,9278433,POINT (16.319200462811338 48.2444681254886),
HYDRANTOGD.9278434,9278434,POINT (16.366045889079473 48.159030551916345),
HYDRANTOGD.9278435,9278435,POINT (16.48072430227141 48.20035344023159),
HYDRANTOGD.9278436,9278436,POINT (16.39450908948086 48.274497018807146),
HYDRANTOGD.9278437,9278437,POINT (16.418615712099104 48.23115137588682),
HYDRANTOGD.9278438,9278438,POINT (16.45288145204837 48.253869054187064),
HYDRANTOGD.9278439,9278439,POINT (16.35071894221996 48.20940414175211),
HYDRANTOGD.9278440,9278440,POINT (16.35824867094349 48.20056587408071),
HYDRANTOGD.9278441,9278441,POINT (16.309132664746343 48.12976230760581),
HYDRANTOGD.9278442,9278442,POINT (16.529828671085237 48.2208974683661),
HYDRANTOGD.9278443,9278443,POINT (16.459923498358222 48.201087072225796),
HYDRANTOGD.9278444,9278444,POINT (16.35715983206684 48.205467904676546),
HYDRANTOGD.9278445,9278445,POINT (16.36083494347232 48.188405372005626),
HYDRANTOGD.9278446,9278446,POINT (16.36798304424334 48.232325639684724),
HYDRANTOGD.9278447,9278447,POINT (16.45059649266144 48.154254920219245),
HYDRANTOGD.9278448,9278448,POINT (16.31689656084154 48.12607676883946),
HYDRANTOGD.9278449,9278449,POINT (16.343979575158027 48.16888260048327),
HYDRANTOGD.9278450,9278450,POINT (16.380944123622438 48.3011246174674),
HYDRANTOGD.9278451,9278451,POINT (16.397876619622853 48.20756850477088),
HYDRANTOGD.9278452,9278452,POINT (16.446535539781088 48.23947734451507),
HYDRANTOGD.9278453,9278453,POINT (16.283196628135695 48.14331203990806),
HYDRANTOGD.9278454,9278454,POINT (16.33900177931771 48.23958263843319),
HYDRANTOGD.9278455,9278455,POINT (16.43849533432358 48.23486826329862),
HYDRANTOGD.9278456,9278456,POINT (16.317089038719573 48.128950721651826),
HYDRANTOGD.9278457,9278457,POINT (16.45092575161224 48.22363054339435),
HYDRANTOGD.9278458,9278458,POINT (16.380395292868126 48.200233641736084),
HYDRANTOGD.9278459,9278459,POINT (16.268440697898203 48.14293774072877),
HYDRANTOGD.9278460,9278460,POINT (16.242986622370722 48.20860464434647),
HYDRANTOGD.9278461,9278461,POINT (16.389092593252226 48.203746743895415),
HYDRANTOGD.9278462,9278462,POINT (16.239957594125205 48.22008828298501),
HYDRANTOGD.9278463,9278463,POINT (16.47871823297105 48.24698436065568),
HYDRANTOGD.9278464,9278464,POINT (16.337713741818376 48.20415727545305),
